38.955409,-77.151581,0
38.955408,-77.151581,0.587942202
38.955408,-77.151581,1.175884405
38.955407,-77.151581,1.763826607
38.955407,-77.151582,2.351768809
38.955406,-77.151582,2.939711011
38.955406,-77.151582,3.527653214
38.955405,-77.151583,4.115595416
38.955404,-77.151583,4.703537618
38.955404,-77.151583,5.291479821
38.955403,-77.151584,5.879422023
38.955402,-77.151584,6.467364225
38.955401,-77.151585,7.055306428
38.955401,-77.151585,7.64324863
38.9554,-77.151585,8.231190832
38.955399,-77.151586,8.819133034
38.955398,-77.151586,9.407075237
38.955397,-77.151587,9.995017439
38.955396,-77.151587,10.58295964
38.955395,-77.151588,11.17090184
38.955394,-77.151588,11.75884405
38.955393,-77.151589,12.34678625
38.955392,-77.151589,12.93472845
38.955391,-77.15159,13.52267065
38.95539,-77.151591,14.11061286
38.955389,-77.151591,14.69855506
38.955388,-77.151592,15.28649726
38.955387,-77.151592,15.87443946
38.955385,-77.151593,16.46238166
38.955384,-77.151594,17.05032387
38.955383,-77.151594,17.63826607
38.955382,-77.151595,18.22620827
38.95538,-77.151596,18.81415047
38.955379,-77.151596,19.40209268
38.955378,-77.151597,19.99003488
38.955376,-77.151598,20.57797708
38.955374,-77.151599,21.16591928
38.955373,-77.151599,21.75386148
38.955372,-77.1516,22.34180369
38.95537,-77.151601,22.92974589
38.955368,-77.151602,23.51768809
38.955367,-77.151603,24.10563029
38.955365,-77.151603,24.6935725
38.955364,-77.151604,25.2815147
38.955362,-77.151605,25.8694569
38.95536,-77.151606,26.4573991
38.955358,-77.151607,27.04534131
38.955356,-77.151608,27.63328351
38.955355,-77.151609,28.22122571
38.955353,-77.15161,28.80916791
38.955351,-77.151611,29.39711011
38.955349,-77.151612,29.98505232
38.955347,-77.151613,30.57299452
38.955345,-77.151614,31.16093672
38.955343,-77.151615,31.74887892
38.955341,-77.151616,32.33682113
38.955339,-77.151617,32.92476333
38.955338,-77.151618,33.51270553
38.955336,-77.151619,34.10064773
38.955333,-77.15162,34.68858994
38.955331,-77.151621,35.27653214
38.955329,-77.151623,35.86447434
38.955327,-77.151624,36.45241654
38.955325,-77.151625,37.04035874
38.955323,-77.151626,37.62830095
38.955321,-77.151627,38.21624315
38.955319,-77.151628,38.80418535
38.955316,-77.151629,39.39212755
38.955314,-77.151631,39.98006976
38.955312,-77.151632,40.56801196
38.95531,-77.151633,41.15595416
38.955308,-77.151634,41.74389636
38.955305,-77.151635,42.33183857
38.955303,-77.151637,42.91978077
38.955301,-77.151638,43.50772297
38.955298,-77.151639,44.09566517
38.955296,-77.151641,44.68360737
38.955294,-77.151642,45.27154958
38.955291,-77.151643,45.85949178
38.955289,-77.151644,46.44743398
38.955286,-77.151646,47.03537618
38.955284,-77.151647,47.62331839
38.955281,-77.151648,48.21126059
38.955279,-77.15165,48.79920279
38.955276,-77.151651,49.38714499
38.955274,-77.151653,49.97508719
38.955271,-77.151654,50.5630294
38.955268,-77.151655,51.1509716
38.955266,-77.151657,51.7389138
38.955263,-77.151658,52.326856
38.955261,-77.151659,52.91479821
38.955257,-77.151661,53.50274041
38.955255,-77.151663,54.09068261
38.955252,-77.151664,54.67862481
38.955249,-77.151665,55.26656702
38.955247,-77.151667,55.85450922
38.955244,-77.151668,56.44245142
38.955241,-77.15167,57.03039362
38.955238,-77.151671,57.61833582
38.955235,-77.151673,58.20627803
38.955232,-77.151674,58.79422023
38.95523,-77.151676,59.38216243
38.955227,-77.151677,59.97010463
38.955224,-77.151679,60.55804684
38.955221,-77.15168,61.14598904
38.955218,-77.151682,61.73393124
38.955215,-77.151684,62.32187344
38.955212,-77.151685,62.90981565
38.955209,-77.151686,63.49775785
38.955206,-77.151688,64.08570005
38.955203,-77.15169,64.67364225
38.9552,-77.151691,65.26158445
38.955197,-77.151693,65.84952666
38.955195,-77.151694,66.43746886
38.955191,-77.151696,67.02541106
38.955188,-77.151697,67.61335326
38.955185,-77.151699,68.20129547
38.955182,-77.151701,68.78923767
38.955179,-77.151702,69.37717987
38.955176,-77.151704,69.96512207
38.955173,-77.151705,70.55306428
38.95517,-77.151707,71.14100648
38.955167,-77.151709,71.72894868
38.955164,-77.15171,72.31689088
38.955161,-77.151712,72.90483308
38.955158,-77.151713,73.49277529
38.955154,-77.151715,74.08071749
38.955151,-77.151716,74.66865969
38.955148,-77.151718,75.25660189
38.955145,-77.151719,75.8445441
38.955141,-77.151721,76.4324863
38.955138,-77.151723,77.0204285
38.955135,-77.151724,77.6083707
38.955132,-77.151726,78.1963129
38.955129,-77.151727,78.78425511
38.955126,-77.151729,79.37219731
38.955123,-77.15173,79.96013951
38.95512,-77.151731,80.54808171
38.955116,-77.151733,81.13602392
38.955113,-77.151735,81.72396612
38.955109,-77.151736,82.31190832
38.955106,-77.151738,82.89985052
38.955103,-77.151739,83.48779273
38.9551,-77.15174,84.07573493
38.955097,-77.151742,84.66367713
38.955094,-77.151743,85.25161933
38.95509,-77.151745,85.83956153
38.955087,-77.151746,86.42750374
38.955083,-77.151747,87.01544594
38.95508,-77.151749,87.60338814
38.955077,-77.15175,88.19133034
38.955074,-77.151751,88.77927255
38.95507,-77.151753,89.36721475
38.955067,-77.151754,89.95515695
38.955063,-77.151755,90.54309915
38.95506,-77.151757,91.13104136
38.955057,-77.151758,91.71898356
38.955054,-77.151759,92.30692576
38.95505,-77.151761,92.89486796
38.955047,-77.151762,93.48281016
38.955044,-77.151763,94.07075237
38.95504,-77.151764,94.65869457
38.955037,-77.151766,95.24663677
38.955033,-77.151767,95.83457897
38.95503,-77.151769,96.42252118
38.955027,-77.15177,97.01046338
38.955023,-77.151771,97.59840558
38.95502,-77.151772,98.18634778
38.955017,-77.151774,98.77428999
38.955013,-77.151775,99.36223219
38.955009,-77.151777,99.95017439
38.955006,-77.151778,100.5381166
38.955003,-77.151779,101.1260588
38.954999,-77.151781,101.714001
38.954996,-77.151782,102.3019432
38.954993,-77.151783,102.8898854
